"Thank you for your interest in our newsletter. Please confirm the registration in the seperate mail you will receive.","Vielen Dank für Ihr Interesse an unserem Newsletter. Bitte bestätigen Sie die Anmeldung in der separaten Mail, die Sie erhalten."
"Sorry, your newsletter subscription could not be processed. Code: %1","Ihr Newsletter-Abonnement konnte leider nicht bearbeitet werden. Code: %1"
